Video Title,Channel Name,Video URL,Date Published,Views,Subs Gained,Revenue,Avg View %,Avg View Min,Format,Thumbnail,Video ID
"Beterbiev Beats Bivol, UFC Vegas 98, BKFC Spain, UFC 310 Revealed | Full Episode | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=ei-ZKGOr6EQ,"Oct 14, 2024",43675,22.0,1.485,24.78,31.85,Long,https://img.youtube.com/vi/ei-ZKGOr6EQ/hqdefault.jpg,ei-ZKGOr6EQ
UFC 277 Pregame Preview: Pena-Nunes 2 | Moreno-Kara-France 2 | Chuck Mindenhall | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=suognL6gYys,"Jul 26, 2022",43671,16.0,0.239,33.07,29.98,Long,https://img.youtube.com/vi/suognL6gYys/hqdefault.jpg,suognL6gYys
UFC 311 Pregame Preview: Makhachev vs. Moicano Presented By Cuervo  | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=-4D1U77wVok,"Jan 17, 2025",43664,40.0,356.514,26.57,24.38,Long,https://img.youtube.com/vi/-4D1U77wVok/hqdefault.jpg,-4D1U77wVok
"PFL Dubai Recap, BKFC: McGregor calls out Stephens, GFL Draft | Full Episode | MORNING KOMBAT",Morning Kombat,https://www.youtube.com/watch?v=HeCyhHKD_vM,"Jan 27, 2025",43597,21.0,488.126,26.45,32.5,Long,https://img.youtube.com/vi/HeCyhHKD_vM/hqdefault.jpg,HeCyhHKD_vM
Room Service Diaries: Gallstones | Bellator's Announcement | Regional Food | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=KRQZvbnN_jQ,"Feb 10, 2021",43469,22.0,1.246,36.65,21.67,Long,https://img.youtube.com/vi/KRQZvbnN_jQ/hqdefault.jpg,KRQZvbnN_jQ
PFL: Ngannou KOs Ferreira | UFC Fight Night Recap | Tim Tszyu Gets Upset | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=JvfJKtXiuCE,"Oct 21, 2024",43451,22.0,1.878,24.01,32.15,Long,https://img.youtube.com/vi/JvfJKtXiuCE/hqdefault.jpg,JvfJKtXiuCE
"UFC 301 Recap, Canelo Defeats Mungia: Is Benavidez Next? | Full Ep | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=sFtfxq759ek,"May 6, 2024",43448,18.0,,23.81,31.35,Short,https://img.youtube.com/vi/sFtfxq759ek/hqdefault.jpg,sFtfxq759ek
🚨 Max Holloway vs. Yair Rodriguez Results | UFC Fight Night Instant Reaction | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=bbqxPVPEl1k,"Nov 14, 2021",43330,18.0,0.043,40.15,9.23,Long,https://img.youtube.com/vi/bbqxPVPEl1k/hqdefault.jpg,bbqxPVPEl1k
UFC Austin Results: Calvin Kattar vs. Josh Emmett | Post-Fight Show | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=2V577NbprFY,"Jun 19, 2022",43272,46.0,0.036,33.8,20.78,Long,https://img.youtube.com/vi/2V577NbprFY/hqdefault.jpg,2V577NbprFY
Francis Ngannou Resume Review | UFC 270: Ngannou-Gane | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=NtW-0r5xhjg,"Jan 17, 2022",43162,26.0,0.274,40.15,23.03,Long,https://img.youtube.com/vi/NtW-0r5xhjg/hqdefault.jpg,NtW-0r5xhjg
The Year Combat Sports Made History | 2024 Recap & Awards  | Full Episode | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=clT6GkDWKts,"Dec 30, 2024",43160,31.0,467.613,26.04,34.25,Long,https://img.youtube.com/vi/clT6GkDWKts/hqdefault.jpg,clT6GkDWKts
"Tank Davis KOs Martin, Benavidez Wins, Conor Talks ft. Dan Hardy  | Full Ep | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=LD84h_vPsUQ,"Jun 17, 2024",43062,25.0,0.852,23.83,32.52,Long,https://img.youtube.com/vi/LD84h_vPsUQ/hqdefault.jpg,LD84h_vPsUQ
"Fight Night Recap, UFC London, UFC To NETFLIX? | FULL EPISODE | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=AA96xc_5tbk,"Mar 17, 2025",43054,44.0,546.761,25.68,32.15,Long,https://img.youtube.com/vi/AA96xc_5tbk/hqdefault.jpg,AA96xc_5tbk
UFC 281 Pregame Preview: Adesanya vs. Pereira | Esparza-Zhang | Poirier-Chandler | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=sSRVSK63vxM,"Nov 9, 2022",43031,25.0,0.47,32.91,27.67,Long,https://img.youtube.com/vi/sSRVSK63vxM/hqdefault.jpg,sSRVSK63vxM
UFC 296 Pregame Preview: Edwards-Covington | Pantoja-Royval 2 | Rakhmonov-Thompson | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=diYfbIX5vlA,"Dec 10, 2023",42969,18.0,0.448,36.63,24.88,Long,https://img.youtube.com/vi/diYfbIX5vlA/hqdefault.jpg,diYfbIX5vlA
"Diaz Beats Masvidal, Shakur Dominates, UFC Denver PREVIEW | Full Episode | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=f5y7HNoZxUg,"Jul 8, 2024",42952,19.0,,27.99,31.93,Short,https://img.youtube.com/vi/f5y7HNoZxUg/hqdefault.jpg,f5y7HNoZxUg
UFC Fight Night: Islam Makhachev vs. Bobby Green Results | UFC Vegas 49 Post-Fight Show | MK,Morning Kombat,https://www.youtube.com/watch?v=LxqotGg7hhQ,"Feb 27, 2022",42948,55.0,0.251,32.37,15.52,Long,https://img.youtube.com/vi/LxqotGg7hhQ/hqdefault.jpg,LxqotGg7hhQ
Room Service Diaries | This is Day 1 | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=L9VjfolkKLk,"Sep 23, 2020",42913,47.0,1.357,33.98,17.12,Long,https://img.youtube.com/vi/L9VjfolkKLk/hqdefault.jpg,L9VjfolkKLk
"Ryan Garcia's a Disaster, Diaz-Masvidal Preview and more | FREE MK FRIDAYS",Morning Kombat,https://www.youtube.com/watch?v=au283d0mHBE,"Jul 5, 2024",42756,27.0,,27.3,25.7,Short,https://img.youtube.com/vi/au283d0mHBE/hqdefault.jpg,au283d0mHBE
UFC 266 Pregame Preview | Chuck Mindenhall | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=fuqYr0XoATs,"Sep 23, 2021",42580,22.0,0.829,39.24,20.72,Long,https://img.youtube.com/vi/fuqYr0XoATs/hqdefault.jpg,fuqYr0XoATs
Rashad Evans Previews Conor McGregor vs. Dustin Poirier 2 | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=qdcSXBApGzk,"Jan 5, 2021",42505,58.0,0.01,41.93,13.08,Long,https://img.youtube.com/vi/qdcSXBApGzk/hqdefault.jpg,qdcSXBApGzk
Resume Review: Israel Adesanya's Path to Jan Blachowicz | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=tIuJy0ihmck,"Mar 3, 2021",42435,38.0,0.106,34.51,23.8,Long,https://img.youtube.com/vi/tIuJy0ihmck/hqdefault.jpg,tIuJy0ihmck
"Sean Brady: Welterweight Division Breakdown, Next Opponents, Trash Talking | Morning Kombat RSD",Morning Kombat,https://www.youtube.com/watch?v=oyEvEdeWfss,"May 27, 2022",42366,72.0,0.891,33.15,17.33,Long,https://img.youtube.com/vi/oyEvEdeWfss/hqdefault.jpg,oyEvEdeWfss
Why Manny Pacquiao's Legacy Will NEVER Be Equaled | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=0o0bRtbRBaI,"Sep 29, 2021",42249,334.0,0.168,22.75,7.92,Long,https://img.youtube.com/vi/0o0bRtbRBaI/hqdefault.jpg,0o0bRtbRBaI
"UFC 304 Preview, Canelo-Berlanga Official and More | FREE MK FRIDAYS",Morning Kombat,https://www.youtube.com/watch?v=TyYNhnnoi1E,"Jul 26, 2024",42238,28.0,0.275,30.13,31.08,Long,https://img.youtube.com/vi/TyYNhnnoi1E/hqdefault.jpg,TyYNhnnoi1E
Gervonta Davis vs. Ryan Garcia Instant Reaction | Morning Kombat Post-Fight Show,Morning Kombat,https://www.youtube.com/watch?v=d2PEnPqcphA,"Apr 23, 2023",42168,42.0,0.049,35.07,7.57,Long,https://img.youtube.com/vi/d2PEnPqcphA/hqdefault.jpg,d2PEnPqcphA
Crazy Story On How Conor McGregor vs. Nate Diaz 1 Happened 👀🔥 #mma #ufc,Morning Kombat,https://www.youtube.com/watch?v=rcTlvwWvwZY,"Aug 4, 2022",42094,17.0,0.001,88.93,0.9,Short,https://img.youtube.com/vi/rcTlvwWvwZY/hqdefault.jpg,rcTlvwWvwZY
UFC Vegas 101 Recap | UFC 311 Preview | UFC London | Full Episode | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=8Kk4e-b3Wbo,"Jan 13, 2025",42065,18.0,419.141,27.08,31.67,Long,https://img.youtube.com/vi/8Kk4e-b3Wbo/hqdefault.jpg,8Kk4e-b3Wbo
"A Sitdown With Cory Sandhagen: Life, Fighting and Sean O'Malley | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=tqb_kVf7x1Y,"Nov 8, 2023",42039,104.0,0.851,30.9,19.75,Long,https://img.youtube.com/vi/tqb_kVf7x1Y/hqdefault.jpg,tqb_kVf7x1Y
UFC 272 Pregame preview: Covington-Masvidal | Dos Anjos-Fiziev | Chuck Mindenhall | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=ZDuh0EuXod0,"Feb 27, 2022",41939,10.0,0.46,43.45,19.88,Long,https://img.youtube.com/vi/ZDuh0EuXod0/hqdefault.jpg,ZDuh0EuXod0
Bivol - Beterbiev 2 & UFC Seattle Recap | FULL EPISODE | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=xztpbMJ0hEc,"Feb 24, 2025",41842,24.0,451.919,24.81,32.12,Long,https://img.youtube.com/vi/xztpbMJ0hEc/hqdefault.jpg,xztpbMJ0hEc
Gervonta Davis vs. Hector Luis Garcia Instant Reaction | Ennis-Chukhadzhian | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=4m5vR0BR91g,"Jan 8, 2023",41832,74.0,0.029,24.2,12.55,Long,https://img.youtube.com/vi/4m5vR0BR91g/hqdefault.jpg,4m5vR0BR91g
2023 Combat Sports Awards | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=yN1audEaRiQ,"Dec 29, 2023",41794,21.0,0.315,29.02,28.72,Long,https://img.youtube.com/vi/yN1audEaRiQ/hqdefault.jpg,yN1audEaRiQ
Lopez upsets Lomachenko To Unify Lightweight titles | Instant Reaction | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=dA13C7y6Mo0,"Oct 18, 2020",41769,126.0,0.04,39.7,6.67,Long,https://img.youtube.com/vi/dA13C7y6Mo0/hqdefault.jpg,dA13C7y6Mo0
UFC Riyadh Recap: Imavov KOs Adesanya | Benavidez Outlasts Morrell  | FULL EPISODE | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=qMEk_iVKuSs,"Feb 3, 2025",41576,22.0,174.239,27.46,33.15,Long,https://img.youtube.com/vi/qMEk_iVKuSs/hqdefault.jpg,qMEk_iVKuSs
"Chuck Mindenhall on Dana White, The MMA Beat & Upcoming Fights He's Excited For | Morning Kombat RSD",Morning Kombat,https://www.youtube.com/watch?v=RIFejNvcESU,"Sep 27, 2022",41130,16.0,0.776,33.34,22.37,Long,https://img.youtube.com/vi/RIFejNvcESU/hqdefault.jpg,RIFejNvcESU
UFC Denver Recap: Rose Gets Big Win | Boots Ennis Dominates | Full Episode | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=wc73MLIewvY,"Jul 15, 2024",41126,11.0,0.536,26.03,33.35,Long,https://img.youtube.com/vi/wc73MLIewvY/hqdefault.jpg,wc73MLIewvY
"Belal Muhammad OUT of UFC 310, UFC Edmonton preview, DDP vs. Chimaev? | MORNING KOMBAT",Morning Kombat,https://www.youtube.com/watch?v=I5_thzWMweI,"Nov 1, 2024",41034,18.0,1.272,24.54,30.67,Long,https://img.youtube.com/vi/I5_thzWMweI/hqdefault.jpg,I5_thzWMweI
UFC Edmonton: Brandon Moreno Dominates | Max Holloway To Light Weight | UFC 309 | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=IpJJDhfWOyw,"Nov 4, 2024",41001,15.0,0.679,23.93,31.57,Long,https://img.youtube.com/vi/IpJJDhfWOyw/hqdefault.jpg,IpJJDhfWOyw
UFC 312 Pregame Preview: DDP vs. Sean Strickland 2 Presented By Cuervo® | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=M_SQKHti-uA,"Feb 7, 2025",40974,31.0,432.441,34.5,29.02,Long,https://img.youtube.com/vi/M_SQKHti-uA/hqdefault.jpg,M_SQKHti-uA
Great Fight or Robbery? | Devin Haney vs. Vasiliy Lomachenko Instant Reaction | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=M4gIK66Poak,"May 21, 2023",40920,92.0,0.039,23.49,9.92,Long,https://img.youtube.com/vi/M4gIK66Poak/hqdefault.jpg,M4gIK66Poak
"The Return of MK, UFC Atlantic City Recap, Whittaker vs. Chimaev, GSP vs. Khabib | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=-4WX8TSGUMI,"Apr 6, 2024",40905,45.0,0.265,20.87,24.07,Long,https://img.youtube.com/vi/-4WX8TSGUMI/hqdefault.jpg,-4WX8TSGUMI
"Jake Paul KOs Mike Perry, UFC Vegas 94 Recap, Loma Ducks Tank | Full Episode | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=lKwoHJXUYTc,"Jul 22, 2024",40821,16.0,0.452,27.1,33.9,Long,https://img.youtube.com/vi/lKwoHJXUYTc/hqdefault.jpg,lKwoHJXUYTc
UFC Apex 100 Recap: Prates KOs Magny | Paul vs. Tyson & UFC 309 Previews | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=xb4rcFxF9zQ,"Nov 11, 2024",40789,12.0,3.202,25.38,33.07,Long,https://img.youtube.com/vi/xb4rcFxF9zQ/hqdefault.jpg,xb4rcFxF9zQ
UFC 278 Pregame Preview: Usman vs. Edwards 2 | Rockhold vs. Costa | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=3eJx-Oi2Hac,"Aug 16, 2022",40744,14.0,1.43,40.92,24.33,Long,https://img.youtube.com/vi/3eJx-Oi2Hac/hqdefault.jpg,3eJx-Oi2Hac
Francis Ngannou Signs with PFL | Morning Kombat Instant Reaction,Morning Kombat,https://www.youtube.com/watch?v=X_NKJ7vRJTE,"May 16, 2023",40662,45.0,0.069,42.65,18.5,Long,https://img.youtube.com/vi/X_NKJ7vRJTE/hqdefault.jpg,X_NKJ7vRJTE
Max Holloway or Alexander Volkanovski: Who Really Won? | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=JzngJrtaUJQ,"Jun 23, 2022",40420,30.0,0.125,24.3,19.78,Long,https://img.youtube.com/vi/JzngJrtaUJQ/hqdefault.jpg,JzngJrtaUJQ
Tyron Woodley Explains Losing Four UFC Fights | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=JgygyckNRM8,"Aug 26, 2021",40305,31.0,,56.7,7.0,Short,https://img.youtube.com/vi/JgygyckNRM8/hqdefault.jpg,JgygyckNRM8
Alexander Volkanovski Explains Why Scrambling Opponents' Brains Has Made Him Champion | UFC 273 | MK,Morning Kombat,https://www.youtube.com/watch?v=rvfAIlvIH_k,"Apr 2, 2022",39905,83.0,0.056,42.44,10.05,Long,https://img.youtube.com/vi/rvfAIlvIH_k/hqdefault.jpg,rvfAIlvIH_k
Redemption | MORNING KOMBAT Documentary Part 2,Morning Kombat,https://www.youtube.com/watch?v=1g89S9QAK9Y,"Mar 4, 2021",39797,54.0,1.033,36.78,12.8,Long,https://img.youtube.com/vi/1g89S9QAK9Y/hqdefault.jpg,1g89S9QAK9Y
Room Service Diaries: UFC 264 | Vegas | Star Wars | Action Movie Stars | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=4SLmCqnbIZI,"Jul 13, 2021",39772,23.0,1.67,33.91,16.55,Long,https://img.youtube.com/vi/4SLmCqnbIZI/hqdefault.jpg,4SLmCqnbIZI
🚨Jake Paul vs. Nate Diaz Instant Reaction | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=HC8IorK-9H0,"Aug 6, 2023",39715,71.0,0.04,38.13,9.73,Long,https://img.youtube.com/vi/HC8IorK-9H0/hqdefault.jpg,HC8IorK-9H0
UFC 276 Press Conference Instant Reaction | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=Xgs3KB3JdX4,"Jul 1, 2022",39713,51.0,0.005,65.41,7.72,Long,https://img.youtube.com/vi/Xgs3KB3JdX4/hqdefault.jpg,Xgs3KB3JdX4
Canelo Alvarez vs. Billy Joe Saunders Instant Reaction | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=kFaaO5xR_go,"May 9, 2021",39693,48.0,0.058,41.47,7.12,Long,https://img.youtube.com/vi/kFaaO5xR_go/hqdefault.jpg,kFaaO5xR_go
"UFC 308 FINAL Preview: Topuria vs. Holloway, Whittaker vs. Chimaev | MORNING KOMBAT",Morning Kombat,https://www.youtube.com/watch?v=pQPxAHmB9lI,"Oct 25, 2024",39683,26.0,1.64,26.45,32.2,Long,https://img.youtube.com/vi/pQPxAHmB9lI/hqdefault.jpg,pQPxAHmB9lI
2025 Combat Sports Predictions & Story Lines | Full Episode | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=vUFzr20FuDc,"Jan 3, 2025",39532,14.0,402.826,27.94,35.55,Long,https://img.youtube.com/vi/vUFzr20FuDc/hqdefault.jpg,vUFzr20FuDc
Room Service Diaries: 80's-90's Action Movies + BC Answers Wheel of Death Questions | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=-TAFlGG68Ec,"May 11, 2021",39521,14.0,1.252,29.25,15.5,Long,https://img.youtube.com/vi/-TAFlGG68Ec/hqdefault.jpg,-TAFlGG68Ec
Brian Campbell and Luke Thomas Respond to Dana White | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=9NUpYnlX9Z0,"Dec 24, 2020",39496,61.0,,34.16,7.87,Short,https://img.youtube.com/vi/9NUpYnlX9Z0/hqdefault.jpg,9NUpYnlX9Z0
Islam Makhachev: Next UFC Champion? | MK Extra Credit Ep. 6 | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=mxaYmQqg_n8,"Nov 2, 2021",39450,137.0,0.149,32.72,11.8,Long,https://img.youtube.com/vi/mxaYmQqg_n8/hqdefault.jpg,mxaYmQqg_n8
UFC Fight Night: Garry vs. Prates Preview | DDP Denies Injury | Jones/Aspinall In Trouble?,Morning Kombat,https://www.youtube.com/watch?v=uZvnvz8PaG0,"Apr 25, 2025",39404,12.0,4.296,22.13,25.68,Long,https://img.youtube.com/vi/uZvnvz8PaG0/hqdefault.jpg,uZvnvz8PaG0
"Beterbiev-Bivol Picks, Topuria-Holloway Face-Off, UFC Fight Night | Full Episode | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=t6N3j8g4NEo,"Oct 11, 2024",39040,24.0,0.792,24.68,29.35,Long,https://img.youtube.com/vi/t6N3j8g4NEo/hqdefault.jpg,t6N3j8g4NEo
Major UFC Announcements | Bivol - Beterbiev 2 | UFC Seattle | FULL EPISODE | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=xvWgR-dRMU8,"Feb 21, 2025",38909,21.0,223.672,24.96,36.05,Long,https://img.youtube.com/vi/xvWgR-dRMU8/hqdefault.jpg,xvWgR-dRMU8
Thanksgiving Mailbag: Favorite/Least Favorite Dish | Fantasy Matchmaking | Movies | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=TXRnFTe-QE8,"Nov 25, 2022",38807,16.0,0.321,25.28,25.37,Long,https://img.youtube.com/vi/TXRnFTe-QE8/hqdefault.jpg,TXRnFTe-QE8
Is Jon Jones Actually the GOAT of MMA? | Morning Kombat High Court,Morning Kombat,https://www.youtube.com/watch?v=1x6bPfa83gI,"Jul 5, 2022",38794,43.0,0.536,45.15,10.62,Long,https://img.youtube.com/vi/1x6bPfa83gI/hqdefault.jpg,1x6bPfa83gI
Strickland-Nicksick Drama | UFC Fight Night Preview | Top Rank | FULL EPISODE | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=aAhokFFrdrc,"Feb 14, 2025",38768,15.0,194.432,26.85,30.18,Long,https://img.youtube.com/vi/aAhokFFrdrc/hqdefault.jpg,aAhokFFrdrc
"UFC 303 Preview, UFC Noche at the Sphere, Paige VanZant and Power Slap | FREE MK FRIDAY",Morning Kombat,https://www.youtube.com/watch?v=DUtCHBLLhmY,"Jun 28, 2024",38764,11.0,0.371,31.41,29.42,Long,https://img.youtube.com/vi/DUtCHBLLhmY/hqdefault.jpg,DUtCHBLLhmY
The Studio Return | A MORNING KOMBAT Documentary,Morning Kombat,https://www.youtube.com/watch?v=AAOnN_3DTcw,"Nov 24, 2020",38740,24.0,,38.98,9.0,Short,https://img.youtube.com/vi/AAOnN_3DTcw/hqdefault.jpg,AAOnN_3DTcw
"Ortiz Jr. Beats Bohachuk, UFC Vegas Recap | UFC 305 Preview | Full Episode | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=67y58FSHzp4,"Aug 12, 2024",38419,11.0,0.369,21.55,29.35,Long,https://img.youtube.com/vi/67y58FSHzp4/hqdefault.jpg,67y58FSHzp4
"Merab vs. O'Malley 2 announced for UFC 316, Ian Garry vs. Prates, UFC Apex Preview",Morning Kombat,https://www.youtube.com/watch?v=8NmMQEazXHI,"Apr 4, 2025",38038,26.0,2.432,26.44,32.37,Long,https://img.youtube.com/vi/8NmMQEazXHI/hqdefault.jpg,8NmMQEazXHI
Usyk vs. Fury II FINAL Preview | Conor McGregor vs. Logan Paul? | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=nCq0TQMTUyQ,"Dec 20, 2024",37944,6.0,251.333,24.63,33.85,Long,https://img.youtube.com/vi/nCq0TQMTUyQ/hqdefault.jpg,nCq0TQMTUyQ
How Much Did Your Opinion of Khamzat Chiamev Change After UFC 279? | Morning Kombat #Shorts,Morning Kombat,https://www.youtube.com/watch?v=dCKurmq6PLw,"Sep 14, 2022",37914,19.0,0.008,80.41,0.78,Short,https://img.youtube.com/vi/dCKurmq6PLw/hqdefault.jpg,dCKurmq6PLw
UFC Vegas 47 Results: Jack Hermansson vs. Sean Strickland | UFC Fight Night Post-Fight Show,Morning Kombat,https://www.youtube.com/watch?v=J8ESvhce0a4,"Feb 6, 2022",37902,58.0,0.006,33.12,21.22,Short,https://img.youtube.com/vi/J8ESvhce0a4/hqdefault.jpg,J8ESvhce0a4
Weili Zhang vs. Joanna Jedrzejczyk: The Greatest Women's UFC Fight Of All-Time | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=FdnFEGGCmAc,"Mar 11, 2020",37884,46.0,,15.87,1.88,Short,https://img.youtube.com/vi/FdnFEGGCmAc/hqdefault.jpg,FdnFEGGCmAc
Healing | MORNING KOMBAT Documentary Part 5,Morning Kombat,https://www.youtube.com/watch?v=z2zzumuHS3A,"Sep 29, 2021",37610,44.0,0.57,45.73,8.13,Long,https://img.youtube.com/vi/z2zzumuHS3A/hqdefault.jpg,z2zzumuHS3A
Colby Covington Resume Review | UFC 272: Covington-Masvidal | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=c7sHbRNG954,"Mar 1, 2022",37584,28.0,0.352,38.03,21.28,Long,https://img.youtube.com/vi/c7sHbRNG954/hqdefault.jpg,c7sHbRNG954
"UFC Mexico Recap, Horiguchi Back to UFC & Top Rank x PBC? | Full Episode | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=oyiTQe65xW8,"Mar 31, 2025",37505,10.0,477.395,26.35,32.63,Long,https://img.youtube.com/vi/oyiTQe65xW8/hqdefault.jpg,oyiTQe65xW8
"PFL World Championships Recap, UFC 310 Preview, Boxing Roundup | MORNING KOMBAT",Morning Kombat,https://www.youtube.com/watch?v=rqli6KQHJtA,"Dec 2, 2024",37436,18.0,5.835,25.86,32.1,Long,https://img.youtube.com/vi/rqli6KQHJtA/hqdefault.jpg,rqli6KQHJtA
Jake Paul vs. Anderson Silva Pregame Preview | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=mZsbuRbq6ZQ,"Oct 28, 2022",37239,15.0,0.006,26.4,25.05,Long,https://img.youtube.com/vi/mZsbuRbq6ZQ/hqdefault.jpg,mZsbuRbq6ZQ
Tank vs. Roach Controversy | UFC Apex Recap | Cinco De Mayo Boxing | FULL EPISODE | MORNING KOMBAT,Morning Kombat,https://www.youtube.com/watch?v=6bs9V9WrIzs,"Mar 3, 2025",36950,11.0,385.608,26.18,31.63,Long,https://img.youtube.com/vi/6bs9V9WrIzs/hqdefault.jpg,6bs9V9WrIzs
"2025 Fights To Make, Haney Teases Return, Revisiting 2024 Predictions | Full Ep | Morning Kombat",Morning Kombat,https://www.youtube.com/watch?v=fDzPT2siyqc,"Jan 6, 2025",36911,13.0,395.038,26.39,34.7,Long,https://img.youtube.com/vi/fDzPT2siyqc/hqdefault.jpg,fDzPT2siyqc
"Erin Blanchfield on Taila Santos Fight, Shevchenko's Greatness & New Jersey | Morning Kombat RSD",Morning Kombat,https://www.youtube.com/watch?v=givvJyZ8baE,"Dec 22, 2022",36905,62.0,0.282,29.04,17.8,Long,https://img.youtube.com/vi/givvJyZ8baE/hqdefault.jpg,givvJyZ8baE
🚨Naoya Inoue vs. Stephen Fulton Instant Reaction | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=tq3vvHJt3Jc,"Jul 25, 2023",36896,103.0,0.763,16.49,11.62,Long,https://img.youtube.com/vi/tq3vvHJt3Jc/hqdefault.jpg,tq3vvHJt3Jc
"Topuria To Lightweight, UFC Tampa Preview & Fight Week Drama | MORNING KOMBAT",Morning Kombat,https://www.youtube.com/watch?v=8uthnb2jHuM,"Dec 13, 2024",36849,12.0,9.027,28.47,32.08,Long,https://img.youtube.com/vi/8uthnb2jHuM/hqdefault.jpg,8uthnb2jHuM
PFL vs. Bellator Watchalong | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=VPrgbAPT49A,"Feb 24, 2024",36821,58.0,0.184,13.94,21.38,Long,https://img.youtube.com/vi/VPrgbAPT49A/hqdefault.jpg,VPrgbAPT49A
"UFC 310 FINAL Preview, UFC 311 Lookahead | MORNING KOMBAT",Morning Kombat,https://www.youtube.com/watch?v=jUOsPYnDeMQ,"Dec 6, 2024",36534,17.0,5.716,27.2,34.32,Long,https://img.youtube.com/vi/jUOsPYnDeMQ/hqdefault.jpg,jUOsPYnDeMQ
Instant Reaction: Mike Tyson vs. Roy Jones Jr. + Jake Paul vs. Nate Robinson,Morning Kombat,https://www.youtube.com/watch?v=VmwwWbds3Yg,"Nov 29, 2020",36450,54.0,0.002,38.93,9.52,Long,https://img.youtube.com/vi/VmwwWbds3Yg/hqdefault.jpg,VmwwWbds3Yg
Bellator 277: McKee vs. Pitbull 2 | Nemkov vs. Anderson | Morning Kombat Post-Fight Show,Morning Kombat,https://www.youtube.com/watch?v=r0taSvj1W1E,"Apr 16, 2022",36364,29.0,0.038,33.59,16.4,Long,https://img.youtube.com/vi/r0taSvj1W1E/hqdefault.jpg,r0taSvj1W1E
Bonus Vacation Mailbag: Favorite Non-UFC Champions | Future of MMA | Jon Jones | Morning Kombat,Morning Kombat,https://www.youtube.com/watch?v=L1JCzPWlcWU,"Aug 11, 2021",36309,15.0,0.155,43.25,17.98,Long,https://img.youtube.com/vi/L1JCzPWlcWU/hqdefault.jpg,L1JCzPWlcWU
